,Date (America/Chicago),"Maschhoff_G1TC_RM1_CC Temp shock - color
358,2021-12-14,green,21.0,green,99.0,green,19.0,green,99.0,green,21.5,green,99.0,green,19.5,green,97.0,green,22.0,green,99.0,green,20.0,green,96.0,green,21.0,green,97.0,green,19.5,green,97.0,green,21.0,green,97.0,green,20.5,green,94.0
359,2021-12-15,green,21.5,green,97.0,green,19.5,green,99.0,green,22.0,green,94.0,green,22.5,green,99.0,green,23.5,green,96.0,green,21.5,green,99.0,green,21.0,green,94.0,green,20.5,green,99.0,green,23.0,green,99.0,green,22.5,green,99.0
360,2021-12-16,green,20.0,green,99.0,green,18.5,green,99.0,green,21.5,green,99.0,green,17.0,green,97.0,green,22.0,green,96.0,green,20.0,green,99.0,green,22.5,green,97.0,green,20.0,green,96.0,green,20.5,green,99.0,green,19.0,green,99.0
361,2021-12-17,green,19.0,green,99.0,green,18.0,green,99.0,green,20.5,green,99.0,green,14.0,green,98.0,green,21.0,green,97.0,green,19.5,green,97.0,green,22.0,green,98.0,green,19.5,green,99.0,green,20.5,green,99.0,green,17.5,green,99.0
362,2021-12-18,green,19.0,green,99.0,green,18.0,green,97.0,green,20.5,green,99.0,green,14.5,green,99.0,green,21.0,green,99.0,green,19.5,green,98.0,green,22.0,green,96.0,green,19.5,green,97.0,green,20.5,green,99.0,green,17.5,green,99.0
363,2021-12-19,green,19.0,green,99.0,green,18.0,green,99.0,green,20.5,green,98.0,green,14.0,green,97.0,green,20.5,green,97.0,green,19.0,green,97.0,green,21.5,green,99.0,green,19.0,green,99.0,green,20.0,green,99.0,green,18.0,green,99.0
364,2021-12-20,green,19.0,green,99.0,green,19.0,green,96.0,green,21.0,green,99.0,green,14.0,green,99.0,green,20.5,green,96.0,green,19.0,green,99.0,green,21.5,green,99.0,green,19.5,green,99.0,green,20.5,green,99.0,green,17.5,green,99.0
365,2021-12-21,green,19.5,green,97.0,green,19.0,green,99.0,green,20.5,green,99.0,green,14.5,green,96.0,green,20.0,green,99.0,green,19.0,green,99.0,green,21.5,green,97.0,green,20.0,green,99.0,green,20.0,green,99.0,green,17.5,green,99.0
366,2021-12-22,green,19.0,green,99.0,green,19.0,green,99.0,green,20.0,green,99.0,green,14.5,green,98.0,green,20.0,green,99.0,green,19.0,green,98.0,green,20.5,green,96.0,green,20.5,green,99.0,green,19.0,green,97.0,green,18.0,green,97.0
367,2021-12-23,green,20.0,green,97.0,green,19.5,green,99.0,green,20.5,green,97.0,green,16.5,green,97.0,green,20.5,green,99.0,green,19.5,green,99.0,green,20.0,green,96.0,green,21.0,green,96.0,green,19.0,green,99.0,green,19.0,green,97.0
368,2021-12-24,green,20.5,green,99.0,green,19.5,green,99.0,green,21.0,green,99.0,green,19.0,green,97.0,green,21.5,green,99.0,green,21.0,green,99.0,green,20.0,green,94.0,green,21.5,green,97.0,green,20.0,green,99.0,green,20.5,green,99.0
369,2021-12-25,green,20.0,green,99.0,green,19.0,green,94.0,green,21.0,green,99.0,green,18.0,green,99.0,green,21.0,green,99.0,green,20.5,green,99.0,green,19.5,green,93.0,green,21.5,green,96.0,green,19.0,green,98.0,green,19.5,green,97.0
370,2021-12-26,green,20.0,green,99.0,green,19.5,green,99.0,green,20.5,green,99.0,green,17.0,green,97.0,green,21.0,green,99.0,green,20.0,green,99.0,green,19.5,green,96.0,green,20.5,green,97.0,green,19.0,green,99.0,green,19.5,green,99.0
371,2021-12-27,green,20.0,green,96.0,green,19.5,green,97.0,green,21.0,green,97.0,green,17.5,green,98.0,green,20.5,green,99.0,green,20.0,green,99.0,green,20.0,green,99.0,green,21.0,green,99.0,green,19.0,green,97.0,green,19.0,green,97.0
372,2021-12-28,green,19.0,green,97.0,green,19.5,green,96.0,green,20.5,green,99.0,green,15.5,green,96.0,green,19.0,green,97.0,green,18.5,green,97.0,green,20.0,green,94.0,green,20.0,green,93.0,green,19.5,green,99.0,green,18.5,green,99.0
373,2021-12-29,green,19.0,green,99.0,green,18.0,green,99.0,green,21.0,green,99.0,yellow,16.0,green,99.0,yellow,20.5,green,97.0,green,18.5,green,98.0,green,20.0,green,97.0,green,19.5,green,99.0,green,19.0,green,97.0,green,18.5,green,97.0
374,2021-12-30,green,19.0,green,98.0,green,17.5,green,96.0,green,21.5,green,96.0,yellow,16.5,green,99.0,yellow,21.0,green,99.0,green,18.5,green,99.0,green,20.0,green,99.0,green,20.0,green,97.0,green,19.0,green,96.0,green,18.0,green,96.0
375,2021-12-31,green,18.5,green,99.0,green,18.5,green,96.0,green,19.5,green,99.0,green,18.0,green,99.0,green,21.5,green,99.0,green,19.0,green,99.0,green,20.5,green,99.0,green,20.5,green,97.0,green,19.5,green,99.0,green,18.0,green,93.0
376,2022-01-01,green,17.0,green,99.0,green,19.0,green,96.0,green,18.0,green,97.0,yellow,15.0,green,99.0,yellow,20.5,green,97.0,green,18.5,green,97.0,green,20.0,green,96.0,green,20.5,green,99.0,green,19.0,green,99.0,green,18.5,green,97.0
377,2022-01-02,yellow,18.5,green,96.0,green,19.0,green,99.0,green,18.5,green,99.0,red,14.5,green,98.0,yellow,21.0,green,97.0,green,18.5,green,98.0,green,19.5,green,97.0,green,20.0,green,99.0,green,18.5,green,96.0,green,17.5,green,97.0
378,2022-01-03,green,18.0,green,99.0,green,20.0,green,99.0,green,18.5,green,97.0,yellow,17.5,green,99.0,yellow,21.5,green,97.0,green,19.0,green,99.0,green,19.5,green,94.0,green,20.5,green,97.0,green,19.0,green,96.0,green,18.0,green,99.0
379,2022-01-04,green,18.0,green,99.0,green,20.5,green,99.0,green,19.5,green,99.0,red,18.5,green,97.0,yellow,22.0,green,96.0,green,18.5,green,99.0,green,20.0,green,94.0,green,20.0,green,99.0,green,19.5,green,97.0,green,17.5,green,94.0
380,2022-01-05,green,17.5,green,99.0,green,19.0,green,99.0,green,19.0,green,99.0,red,18.0,green,97.0,yellow,21.0,green,97.0,green,18.5,green,96.0,green,17.0,green,99.0,green,19.0,green,99.0,green,18.0,green,99.0,green,19.0,green,99.0
381,2022-01-06,green,18.5,green,99.0,green,17.5,green,99.0,green,18.5,green,99.0,red,19.0,green,97.0,yellow,21.5,green,99.0,green,19.0,green,96.0,green,17.0,green,96.0,green,18.5,green,97.0,green,17.5,green,99.0,green,18.5,green,94.0
382,2022-01-07,green,16.0,green,99.0,green,14.5,green,99.0,green,15.5,green,99.0,red,15.5,green,96.0,yellow,17.5,green,97.0,green,19.0,green,99.0,green,18.0,green,99.0,green,18.5,green,97.0,green,18.0,green,97.0,green,18.5,green,98.0
383,2022-01-08,green,13.0,green,98.0,green,13.5,green,99.0,green,13.0,green,97.0,red,12.5,green,99.0,yellow,15.5,green,98.0,green,18.5,green,96.0,green,19.0,green,99.0,green,19.0,green,96.0,green,18.5,green,97.0,green,17.5,green,96.0
384,2022-01-09,green,12.5,green,96.0,green,13.5,green,98.0,green,13.5,green,98.0,yellow,13.5,green,96.0,yellow,15.5,green,97.0,green,18.5,green,99.0,green,19.0,green,91.0,green,19.0,green,96.0,green,18.5,green,97.0,green,17.5,green,97.0
385,2022-01-10,yellow,13.0,green,98.0,green,13.5,green,97.0,green,13.5,green,99.0,yellow,14.0,green,97.0,yellow,16.0,green,98.0,green,19.0,green,99.0,green,18.5,green,94.0,green,19.0,green,99.0,green,18.5,green,96.0,green,18.0,green,99.0
386,2022-01-11,green,13.0,green,98.0,green,14.0,green,97.0,green,14.0,green,96.0,yellow,14.0,green,99.0,yellow,15.5,green,98.0,green,16.0,green,99.0,green,15.5,green,99.0,green,15.5,green,99.0,green,15.5,green,99.0,green,16.0,green,97.0
387,2022-01-12,green,12.0,green,97.0,green,13.5,green,96.0,green,14.0,green,98.0,green,12.5,green,96.0,green,14.0,green,98.0,green,12.5,green,97.0,green,12.0,green,97.0,green,12.0,green,98.0,green,12.0,green,96.0,green,12.0,green,97.0
388,2022-01-13,green,19.0,green,97.0,green,19.5,green,97.0,green,19.5,green,96.0,yellow,20.5,green,98.0,yellow,22.0,green,99.0,green,12.5,green,97.0,green,12.0,green,99.0,green,12.0,green,96.0,green,12.5,green,99.0,green,12.5,green,97.0
389,2022-01-14,green,20.0,green,98.0,green,18.0,green,97.0,blue,22.0,blue,,green,21.5,green,98.0,green,23.0,green,97.0,green,14.0,green,96.0,green,11.5,green,97.0,green,12.0,green,97.0,green,12.0,green,98.0,green,13.0,green,98.0
390,2022-01-15,green,17.5,green,98.0,green,15.0,green,96.0,purple,,purple,,green,20.5,green,98.0,green,22.5,green,98.0,green,15.0,green,98.0,green,10.5,green,97.0,green,11.5,green,97.0,green,11.5,green,98.0,green,14.0,green,96.0
391,2022-01-16,green,15.5,green,98.0,green,13.0,green,97.0,purple,,purple,,green,19.0,green,96.0,green,21.0,green,96.0,green,16.0,green,97.0,green,9.0,green,98.0,green,11.0,green,97.0,green,11.0,green,96.0,green,14.5,green,97.0
392,2022-01-17,green,17.0,green,98.0,green,14.0,green,97.0,green,15.0,blue,,green,20.5,green,98.0,green,22.5,green,97.0,green,15.5,green,97.0,green,11.0,green,97.0,green,11.5,green,98.0,green,11.5,green,97.0,green,14.0,green,96.0
393,2022-01-18,yellow,20.0,green,96.0,green,18.5,green,99.0,green,19.0,green,98.0,yellow,22.0,green,96.0,yellow,23.5,green,98.0,green,14.0,green,97.0,green,11.5,green,98.0,green,11.5,green,97.0,green,12.0,green,97.0,green,13.0,green,99.0
394,2022-01-19,blue,22.5,blue,,blue,22.0,blue,,blue,22.5,blue,,blue,23.0,blue,,blue,24.5,blue,,green,10.5,green,99.0,green,9.0,green,97.0,green,11.0,green,97.0,green,9.0,green,96.0,green,9.0,green,98.0
395,2022-01-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,13.0,green,97.0,green,11.0,green,98.0,green,13.5,green,96.0,green,10.5,green,99.0,green,10.5,green,96.0
396,2022-01-21,blue,14.5,blue,,blue,15.5,blue,,blue,22.0,blue,,blue,15.0,blue,,blue,16.0,blue,,green,10.0,green,99.0,green,9.0,green,98.0,green,9.5,green,97.0,green,9.5,green,97.0,green,9.5,green,98.0
397,2022-01-22,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,7.0,green,98.0,green,6.0,green,98.0,green,6.0,green,97.0,green,7.0,green,99.0,green,7.0,green,98.0
398,2022-01-23,blue,8.0,blue,,blue,8.5,blue,,green,23.5,blue,,blue,7.5,blue,,blue,9.0,blue,,green,15.0,green,98.0,green,11.5,green,96.0,green,13.5,green,99.0,green,13.0,green,97.0,green,14.5,green,97.0
399,2022-01-24,blue,7.0,blue,,blue,8.0,blue,,blue,9.5,blue,,blue,7.0,blue,,blue,8.5,blue,,blue,28.0,blue,97.0,blue,22.0,blue,99.0,blue,27.0,blue,99.0,blue,22.5,blue,96.0,blue,25.5,blue,96.0
400,2022-01-25,blue,7.0,blue,,blue,8.5,blue,,blue,8.5,blue,,blue,7.0,blue,,blue,8.0,blue,,blue,30.5,blue,98.0,blue,24.0,blue,99.0,blue,29.5,blue,97.0,blue,24.0,blue,97.0,blue,27.5,blue,99.0
401,2022-01-26,blue,7.0,blue,,blue,9.0,blue,,blue,9.0,blue,,blue,7.0,blue,,blue,8.5,blue,,blue,30.5,blue,99.0,blue,24.0,blue,97.0,blue,28.5,blue,92.0,blue,25.0,blue,99.0,blue,28.0,blue,98.0
402,2022-01-27,blue,7.0,blue,,blue,8.5,blue,,blue,9.0,blue,,blue,7.5,blue,,blue,8.5,blue,,blue,30.0,blue,93.0,blue,25.0,blue,98.0,blue,29.0,blue,88.0,blue,26.5,blue,98.0,blue,29.0,blue,97.0
403,2022-01-28,blue,7.0,blue,,blue,8.0,blue,,blue,9.5,blue,,blue,8.0,blue,,blue,9.0,blue,,blue,29.5,blue,97.0,blue,24.5,blue,97.0,blue,29.0,blue,96.0,blue,26.0,blue,98.0,blue,28.5,blue,96.0
404,2022-01-29,green,7.0,blue,,green,8.5,blue,,yellow,9.0,blue,,green,7.5,blue,,green,8.5,blue,,green,29.5,green,97.0,green,25.0,green,99.0,green,28.5,green,96.0,green,26.0,green,96.0,green,28.0,green,97.0
405,2022-01-30,green,7.5,blue,,green,8.5,blue,,yellow,9.0,blue,,green,8.0,blue,,green,9.0,blue,,green,29.5,green,97.0,green,24.5,green,99.0,green,29.0,green,97.0,green,25.0,green,97.0,green,27.5,green,97.0
406,2022-01-31,green,20.5,blue,,green,17.5,blue,,yellow,18.0,blue,,green,20.0,blue,,green,22.0,blue,,green,29.5,green,98.0,green,25.5,green,98.0,green,29.0,green,98.0,green,26.5,green,97.0,green,29.0,green,97.0
407,2022-02-01,green,,blue,,green,,blue,,yellow,,blue,,green,,blue,,green,,blue,,green,30.0,green,96.0,green,26.5,green,91.0,green,30.0,green,93.0,green,27.5,green,98.0,green,29.0,green,93.0
408,2022-02-02,green,31.0,blue,,green,27.5,blue,,yellow,28.5,blue,,green,29.5,blue,,green,31.5,blue,,green,29.5,green,90.0,green,24.5,green,99.0,green,28.0,green,99.0,green,26.0,green,97.0,green,28.5,green,96.0
409,2022-02-03,green,31.5,blue,,green,27.0,blue,,yellow,28.5,blue,,green,29.5,blue,,green,31.5,blue,,green,29.5,green,90.0,green,24.0,green,99.0,green,28.5,green,97.0,green,25.5,green,99.0,green,28.0,green,98.0
410,2022-02-04,yellow,31.0,blue,,green,27.5,blue,,green,28.5,blue,,yellow,29.5,blue,,yellow,31.5,blue,,green,29.5,green,97.0,green,25.0,green,99.0,green,29.0,green,98.0,green,26.0,green,96.0,green,28.5,green,96.0
411,2022-02-05,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.0,green,95.0,green,25.5,green,97.0,green,30.0,green,96.0,green,27.0,green,97.0,green,29.0,green,99.0
412,2022-02-06,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.5,green,79.0,green,26.0,green,97.0,green,30.0,green,94.0,green,27.5,green,96.0,green,29.0,green,91.0
413,2022-02-07,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.5,green,94.0,green,26.0,green,98.0,green,30.0,green,94.0,green,27.5,green,97.0,green,29.5,green,93.0
414,2022-02-08,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.0,green,99.0,green,28.0,green,83.0,green,30.5,green,92.0,green,27.5,green,97.0,green,29.0,green,97.0
415,2022-02-09,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.5,green,99.0,green,29.0,green,76.0,green,30.5,green,83.0,green,27.5,green,97.0,green,29.5,green,99.0
416,2022-02-10,yellow,,blue,,green,,blue,,green,,blue,,yellow,,blue,,yellow,,blue,,green,30.0,green,98.0,green,29.0,green,76.0,green,30.0,green,84.0,green,27.0,green,98.0,green,29.0,green,99.0
417,2022-02-11,yellow,29.5,blue,,green,27.0,blue,,green,28.5,blue,,yellow,30.5,blue,,yellow,32.0,blue,,green,28.5,green,97.0,green,28.5,green,86.0,green,29.5,green,89.0,green,28.0,green,79.0,green,28.5,green,85.0
418,2022-02-12,yellow,30.0,blue,,green,27.0,blue,,green,28.5,blue,,yellow,31.5,blue,,yellow,32.5,blue,,green,27.5,green,95.0,green,27.0,green,98.0,green,28.5,green,98.0,green,28.0,green,93.0,green,28.0,green,93.0
419,2022-02-13,yellow,30.5,blue,,green,27.5,blue,,green,28.5,blue,,yellow,32.5,blue,,yellow,33.0,blue,,green,27.5,green,93.0,green,27.5,green,98.0,green,29.0,green,98.0,green,28.0,green,94.0,green,28.0,green,92.0
420,2022-02-14,yellow,29.5,blue,,green,28.5,blue,,green,28.5,blue,,yellow,30.5,blue,,yellow,31.5,blue,,green,27.5,green,96.0,green,28.0,green,99.0,green,29.0,green,98.0,green,28.0,green,94.0,green,28.0,green,94.0
421,2022-02-15,green,28.5,blue,,green,29.0,blue,,green,28.5,blue,,red,26.5,blue,,yellow,30.0,blue,,green,28.0,green,96.0,green,28.0,green,98.0,yellow,29.0,green,94.0,green,28.0,green,96.0,green,28.5,green,93.0
422,2022-02-16,green,28.0,green,97.0,green,28.5,green,99.0,green,28.5,blue,,yellow,26.0,green,98.0,yellow,29.5,green,90.0,green,29.0,green,96.0,green,29.0,green,94.0,yellow,31.0,green,91.0,green,29.0,green,96.0,green,29.0,green,88.0
423,2022-02-17,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,28.5,green,97.0,green,27.5,green,99.0,green,29.5,green,96.0,green,28.5,green,96.0,green,28.5,green,94.0
424,2022-02-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,28.0,green,96.0,green,27.5,green,96.0,green,28.5,green,96.0,green,27.5,green,99.0,green,28.5,green,94.0
425,2022-02-19,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,27.5,green,99.0,green,27.0,green,99.0,green,28.0,green,96.0,green,27.5,green,99.0,green,28.0,green,94.0
426,2022-02-20,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,green,27.5,green,97.0,green,27.5,green,99.0,green,29.5,green,96.0,green,27.5,green,99.0,green,27.5,green,97.0
427,2022-02-21,green,27.5,blue,,green,26.5,blue,,green,28.0,purple,,yellow,23.5,blue,,green,28.0,blue,,green,28.0,green,97.0,green,28.0,green,90.0,green,30.0,green,91.0,green,28.0,green,99.0,green,28.0,green,96.0
428,2022-02-22,green,27.0,green,97.0,green,26.0,green,88.0,green,27.0,purple,,red,23.5,green,88.0,yellow,28.0,green,76.0,green,27.5,green,99.0,green,27.5,green,94.0,green,28.5,green,93.0,green,27.0,green,99.0,green,27.5,green,96.0
429,2022-02-23,green,26.0,green,97.0,green,25.5,green,97.0,green,26.0,purple,,yellow,25.5,green,90.0,yellow,28.5,green,89.0,green,26.5,green,98.0,green,26.0,green,98.0,green,27.0,green,95.0,green,26.5,green,98.0,green,26.5,green,90.0
430,2022-02-24,green,25.5,green,99.0,green,26.0,green,92.0,green,26.0,purple,,yellow,25.0,green,89.0,green,27.5,green,82.0,green,26.5,green,94.0,green,26.0,green,95.0,green,28.0,green,90.0,green,26.5,green,98.0,green,26.5,green,86.0
431,2022-02-25,green,25.5,green,99.0,green,25.0,green,95.0,green,25.5,purple,,green,23.0,green,95.0,green,26.5,green,86.0,green,26.0,green,74.0,green,25.5,green,90.0,green,27.0,green,78.0,green,26.0,green,98.0,green,26.0,green,87.0
432,2022-02-26,green,25.0,green,98.0,green,25.0,green,97.0,green,25.5,purple,,yellow,24.0,green,95.0,green,26.5,green,90.0,green,25.5,green,81.0,green,26.0,green,92.0,green,27.5,green,89.0,green,26.0,green,98.0,green,25.5,green,87.0
433,2022-02-27,green,25.5,green,98.0,green,25.5,green,98.0,green,26.0,purple,,green,24.5,green,89.0,green,27.0,green,87.0,green,26.0,green,87.0,green,26.0,green,87.0,green,28.0,green,90.0,green,26.5,green,95.0,green,26.0,green,86.0
434,2022-02-28,green,26.0,green,97.0,blue,25.5,blue,,green,26.0,purple,,yellow,23.5,green,90.0,green,26.5,green,82.0,green,26.0,green,82.0,green,26.5,green,86.0,green,28.0,green,89.0,green,26.5,green,95.0,green,26.5,green,84.0
435,2022-03-01,green,25.5,green,96.0,green,25.0,blue,,green,26.0,purple,,yellow,22.5,green,94.0,green,26.5,green,86.0,green,26.5,green,89.0,green,26.5,green,84.0,green,28.0,green,89.0,green,26.5,green,95.0,green,26.5,green,81.0
436,2022-03-02,green,25.5,green,96.0,green,24.5,green,89.0,green,25.5,purple,,green,22.5,green,94.0,green,26.0,green,78.0,green,26.5,green,92.0,green,26.5,green,92.0,green,28.0,green,90.0,green,26.0,green,90.0,green,26.5,green,87.0
437,2022-03-03,green,24.5,green,98.0,green,24.5,green,95.0,green,24.5,purple,,red,22.0,green,90.0,green,25.5,green,76.0,green,26.0,green,95.0,green,25.5,green,82.0,green,27.5,green,92.0,green,26.0,green,89.0,green,26.0,green,86.0
438,2022-03-04,green,24.5,green,98.0,green,24.5,green,95.0,green,25.0,purple,,yellow,22.0,green,89.0,green,26.0,green,82.0,green,25.5,green,95.0,green,25.5,green,94.0,green,27.0,green,90.0,green,25.5,green,87.0,green,26.0,green,90.0
439,2022-03-05,green,26.0,green,96.0,green,24.5,green,86.0,green,26.0,purple,,green,23.0,green,95.0,green,26.5,green,89.0,green,26.0,green,95.0,green,26.0,green,95.0,yellow,28.5,green,92.0,green,25.5,green,94.0,green,27.0,green,94.0
440,2022-03-06,green,25.5,green,97.0,green,24.0,green,81.0,green,25.0,purple,,yellow,20.5,green,95.0,green,25.5,green,90.0,green,25.5,green,94.0,green,25.5,green,92.0,yellow,27.0,green,94.0,green,25.0,green,92.0,green,25.5,green,86.0
441,2022-03-07,green,24.5,green,98.0,green,24.5,green,92.0,green,24.5,purple,,yellow,21.5,green,95.0,green,26.0,green,90.0,green,24.0,green,95.0,green,23.5,green,87.0,green,24.0,green,92.0,green,23.5,green,95.0,green,24.5,green,92.0
442,2022-03-08,green,25.0,green,99.0,green,24.5,green,94.0,green,25.0,purple,,yellow,22.5,green,90.0,green,26.0,green,90.0,green,24.0,green,98.0,green,23.0,green,89.0,green,23.0,green,94.0,green,23.0,green,97.0,green,24.0,green,94.0
443,2022-03-09,green,25.0,green,99.0,green,24.0,green,86.0,green,25.0,purple,,yellow,22.0,green,92.0,green,25.5,green,90.0,green,24.0,green,95.0,green,23.0,green,89.0,green,23.5,green,92.0,green,23.5,green,90.0,green,24.0,green,89.0
444,2022-03-10,green,24.5,green,98.0,green,24.0,green,90.0,green,25.0,purple,,yellow,23.0,green,95.0,green,25.5,green,89.0,green,24.0,green,98.0,green,22.5,green,95.0,green,22.5,green,94.0,green,23.0,green,92.0,green,24.0,green,86.0
445,2022-03-11,green,24.5,green,96.0,green,24.0,green,89.0,green,24.5,purple,,yellow,22.5,green,95.0,yellow,25.5,green,92.0,green,24.0,green,98.0,green,22.5,green,95.0,green,22.5,green,97.0,green,23.0,green,94.0,green,24.0,green,94.0
446,2022-03-12,green,24.0,green,98.0,green,24.0,green,94.0,green,24.0,purple,,yellow,22.0,green,98.0,green,25.5,green,90.0,green,23.5,green,98.0,green,22.0,green,97.0,green,23.0,green,98.0,green,22.5,green,98.0,green,23.5,green,95.0
447,2022-03-13,green,25.5,green,97.0,green,24.0,green,76.0,green,25.0,purple,,green,22.5,green,95.0,green,25.5,green,86.0,green,24.5,green,97.0,green,23.5,green,89.0,green,24.0,green,95.0,green,23.5,green,86.0,green,24.0,green,82.0
448,2022-03-14,green,26.0,green,96.0,green,24.0,green,66.0,green,25.5,purple,,green,22.0,green,90.0,green,25.5,green,86.0,green,25.5,green,90.0,green,24.0,green,78.0,green,25.0,green,86.0,green,24.0,green,86.0,green,24.5,green,81.0
449,2022-03-15,green,26.0,green,98.0,yellow,24.0,yellow,58.0,yellow,25.5,purple,,green,22.0,green,94.0,green,26.0,green,84.0,green,26.0,green,68.0,green,24.0,green,76.0,green,25.0,green,86.0,green,23.5,green,87.0,green,24.5,yellow,60.0
450,2022-03-16,green,26.0,green,98.0,green,23.5,yellow,52.0,green,25.5,purple,,yellow,23.5,green,95.0,green,26.0,green,89.0,green,26.0,green,82.0,green,24.5,green,79.0,green,25.5,green,90.0,green,24.0,green,90.0,green,24.5,green,76.0
451,2022-03-17,green,25.5,green,98.0,green,23.0,green,71.0,green,25.0,purple,,green,22.5,green,95.0,green,25.5,green,86.0,green,26.0,green,90.0,green,24.0,green,82.0,green,25.0,green,92.0,green,24.0,green,89.0,green,25.0,green,90.0
452,2022-03-18,green,25.0,green,99.0,green,23.0,green,76.0,green,24.5,purple,,green,20.5,green,95.0,green,25.0,green,90.0,green,25.0,green,89.0,green,24.0,green,89.0,green,25.0,green,95.0,green,23.5,green,94.0,green,24.5,green,89.0
