,Date (America/Chicago),"Maschhoff_G1TC_RM1_CC Temp shock - color
453,2022-03-19,green,23.5,green,98.0,green,23.0,green,76.0,green,24.5,purple,,green,19.0,green,95.0,green,24.0,green,86.0,green,23.5,green,87.0,green,23.0,green,87.0,green,24.0,green,89.0,green,23.0,green,90.0,green,23.0,green,84.0
454,2022-03-20,green,22.5,green,99.0,green,23.5,green,86.0,green,24.0,purple,,yellow,21.0,green,97.0,green,24.5,green,95.0,green,23.5,green,94.0,green,23.5,green,90.0,green,24.0,green,90.0,green,23.0,green,92.0,green,23.5,green,84.0
455,2022-03-21,green,22.0,green,98.0,green,23.5,green,79.0,green,24.0,purple,,green,22.0,green,97.0,green,25.0,green,91.0,green,24.0,green,94.0,green,23.5,green,89.0,green,24.5,green,96.0,green,23.5,green,97.0,green,24.0,green,92.0
456,2022-03-22,blue,20.5,blue,99.0,blue,23.5,blue,60.0,blue,23.5,blue,,blue,21.0,blue,96.0,blue,24.5,blue,86.0,blue,23.5,blue,90.0,blue,23.5,blue,82.0,blue,24.0,blue,85.0,blue,23.0,blue,95.0,blue,23.0,blue,83.0
457,2022-03-23,green,21.0,green,96.0,green,23.0,green,71.0,green,23.0,purple,,green,21.0,green,95.0,green,24.0,green,81.0,green,23.5,green,87.0,green,23.0,green,86.0,green,24.0,green,91.0,green,22.0,green,95.0,green,22.5,green,82.0
458,2022-03-24,green,21.0,green,97.0,green,23.0,green,61.0,green,23.0,purple,,green,21.0,green,92.0,green,24.0,green,85.0,green,24.0,green,88.0,green,22.0,green,91.0,green,23.5,green,91.0,green,21.0,green,94.0,green,22.5,green,75.0
459,2022-03-25,green,21.5,green,97.0,green,22.5,green,72.0,green,23.0,purple,,green,19.5,green,93.0,green,23.5,green,85.0,green,22.5,green,93.0,green,22.0,green,89.0,green,22.5,green,88.0,green,21.5,green,92.0,green,22.0,green,78.0
460,2022-03-26,green,21.5,green,96.0,green,22.0,green,63.0,green,23.0,purple,,yellow,18.5,green,94.0,green,23.0,green,91.0,green,21.5,green,97.0,green,21.5,green,91.0,green,21.5,green,83.0,green,21.5,green,91.0,green,21.5,green,84.0
461,2022-03-27,green,21.5,green,99.0,green,22.0,green,69.0,green,23.0,purple,,yellow,18.5,green,93.0,green,23.5,green,92.0,green,21.5,green,97.0,green,22.0,green,85.0,green,21.5,green,84.0,green,22.0,green,89.0,green,21.5,green,92.0
462,2022-03-28,green,21.5,green,99.0,green,22.0,green,75.0,green,23.0,purple,,green,19.0,green,95.0,green,24.0,green,89.0,green,21.5,green,93.0,green,22.0,green,86.0,green,21.5,green,85.0,green,22.0,green,76.0,green,22.0,green,78.0
463,2022-03-29,green,21.5,green,98.0,green,22.0,green,71.0,green,23.0,purple,,green,18.0,green,97.0,green,23.5,green,88.0,green,22.0,green,97.0,green,22.0,green,88.0,green,22.0,green,92.0,green,22.0,green,89.0,green,22.0,green,82.0
464,2022-03-30,green,22.0,green,98.0,green,22.0,green,73.0,green,22.5,purple,,green,19.5,green,97.0,green,24.5,green,93.0,green,22.5,green,98.0,green,23.0,green,95.0,green,22.0,green,87.0,green,22.0,green,95.0,green,22.0,green,93.0
465,2022-03-31,green,22.0,green,97.0,green,22.5,green,75.0,green,23.0,purple,,yellow,18.5,green,96.0,green,23.5,green,89.0,green,22.0,green,96.0,green,22.0,green,94.0,green,21.5,green,92.0,green,22.0,green,87.0,green,21.5,green,89.0
466,2022-04-01,green,22.0,green,98.0,green,21.5,green,78.0,green,22.5,purple,,yellow,18.5,green,97.0,green,23.5,green,92.0,green,22.0,green,95.0,green,22.0,green,94.0,green,21.5,green,91.0,green,21.5,green,97.0,green,21.5,green,91.0
467,2022-04-02,green,22.5,green,98.0,green,22.5,green,81.0,green,22.0,purple,,yellow,18.5,green,96.0,green,23.5,green,94.0,green,22.0,green,97.0,green,22.5,green,94.0,green,21.5,green,92.0,green,21.5,green,94.0,green,21.5,green,89.0
468,2022-04-03,green,22.5,green,97.0,green,22.0,green,81.0,green,22.5,purple,,green,20.5,green,96.0,green,24.0,green,95.0,green,22.5,green,97.0,green,22.5,green,92.0,green,22.0,green,93.0,green,22.0,green,93.0,green,22.0,green,96.0
469,2022-04-04,green,22.0,green,98.0,green,21.5,green,75.0,green,22.0,purple,,green,20.0,green,96.0,green,24.0,green,92.0,green,22.5,green,98.0,green,22.0,green,86.0,green,21.5,green,93.0,green,21.5,green,93.0,green,22.0,green,93.0
470,2022-04-05,green,21.5,green,99.0,green,23.0,green,74.0,green,22.0,purple,,green,20.0,green,94.0,green,24.0,green,94.0,green,23.5,green,98.0,green,22.0,green,86.0,green,21.5,green,93.0,green,22.0,green,84.0,green,22.0,green,82.0
471,2022-04-06,green,21.5,green,97.0,green,22.5,green,77.0,green,21.5,purple,,green,20.0,green,99.0,green,24.0,green,95.0,green,23.5,green,97.0,green,22.0,green,92.0,green,21.5,green,94.0,green,21.0,green,94.0,green,21.5,green,93.0
472,2022-04-07,green,21.0,green,97.0,green,22.5,green,78.0,green,22.0,purple,,yellow,19.0,green,99.0,green,23.5,green,92.0,green,22.5,green,97.0,green,22.0,green,93.0,green,21.5,green,94.0,green,21.5,green,95.0,green,21.5,green,93.0
473,2022-04-08,green,22.0,green,99.0,green,23.0,green,78.0,green,23.0,purple,,yellow,18.5,green,97.0,green,23.5,green,93.0,green,22.5,green,86.0,green,22.0,green,93.0,green,21.5,green,92.0,green,21.5,green,82.0,green,21.5,green,80.0
474,2022-04-09,green,21.5,green,96.0,green,22.5,green,77.0,green,22.5,purple,,yellow,18.5,green,98.0,green,24.0,green,96.0,green,23.0,green,97.0,green,22.0,green,93.0,green,21.5,green,95.0,green,21.5,green,96.0,green,21.5,green,87.0
475,2022-04-10,green,22.5,green,96.0,green,22.5,green,82.0,green,23.0,purple,,green,22.0,green,98.0,green,24.5,green,97.0,green,23.5,green,97.0,green,22.0,green,94.0,green,21.5,green,95.0,green,23.0,green,98.0,green,23.0,green,91.0
476,2022-04-11,green,22.0,green,97.0,green,22.0,green,76.0,green,22.0,purple,,yellow,21.5,green,99.0,green,24.0,green,95.0,green,24.0,green,96.0,green,21.5,green,89.0,green,21.5,green,92.0,green,21.5,green,99.0,green,22.5,green,93.0
477,2022-04-12,green,22.0,green,99.0,green,22.0,green,87.0,green,22.0,purple,,green,22.0,green,99.0,green,24.5,green,97.0,green,23.0,green,95.0,green,21.5,green,95.0,green,21.5,green,92.0,green,23.0,green,99.0,green,23.0,green,89.0
478,2022-04-13,green,22.0,green,97.0,green,21.0,green,77.0,green,22.0,purple,,yellow,22.0,green,99.0,green,24.5,green,97.0,green,23.0,green,97.0,green,21.0,green,93.0,green,21.0,green,89.0,green,22.5,green,94.0,green,23.0,green,91.0
479,2022-04-14,green,21.5,green,99.0,green,21.5,green,81.0,green,22.0,purple,,yellow,21.0,green,99.0,green,23.5,green,94.0,green,22.5,green,98.0,green,22.0,green,94.0,green,21.5,green,93.0,green,21.0,green,96.0,green,21.5,green,94.0
480,2022-04-15,green,21.5,green,99.0,green,21.0,green,81.0,green,22.0,purple,,green,20.5,green,97.0,green,24.0,green,98.0,green,23.5,green,96.0,green,21.5,green,95.0,green,21.5,green,95.0,green,21.0,green,96.0,green,22.0,green,97.0
481,2022-04-16,green,21.0,green,97.0,yellow,20.5,green,79.0,green,21.5,purple,,green,19.0,green,99.0,green,23.0,green,96.0,green,22.5,green,96.0,green,21.5,green,94.0,green,21.0,green,94.0,green,20.5,green,97.0,green,21.5,green,86.0
482,2022-04-17,green,20.5,green,96.0,green,20.5,green,63.0,green,21.0,purple,,green,18.0,green,99.0,green,23.5,green,95.0,green,22.5,green,97.0,green,21.5,green,96.0,green,20.5,green,96.0,green,21.0,green,93.0,green,21.5,green,89.0
483,2022-04-18,green,21.0,green,96.0,green,21.0,green,78.0,green,21.0,purple,,yellow,18.0,green,98.0,green,23.0,green,95.0,green,22.0,green,96.0,green,21.5,green,93.0,green,20.5,green,92.0,green,20.5,green,89.0,green,21.0,green,92.0
484,2022-04-19,green,21.5,green,98.0,green,22.0,green,76.0,green,22.0,purple,,green,20.0,green,99.0,green,23.5,green,96.0,green,22.5,green,96.0,green,21.5,green,95.0,green,21.0,green,95.0,green,21.0,green,99.0,green,21.5,green,93.0
485,2022-04-20,green,21.5,green,97.0,green,23.0,green,82.0,green,22.0,purple,,green,20.0,green,99.0,green,24.0,green,96.0,green,23.5,green,97.0,green,22.0,green,91.0,green,20.5,green,94.0,green,21.0,green,98.0,green,21.5,green,95.0
486,2022-04-21,green,21.5,green,97.0,yellow,21.5,green,84.0,green,22.0,blue,,green,22.5,green,96.0,green,24.0,green,97.0,green,23.5,green,95.0,green,21.0,green,93.0,green,21.0,green,97.0,green,22.5,green,99.0,green,23.0,green,92.0
487,2022-04-22,yellow,23.5,green,99.0,yellow,23.5,green,84.0,yellow,24.5,green,83.0,yellow,25.5,green,97.0,yellow,26.0,green,96.0,yellow,25.0,green,96.0,yellow,23.5,green,94.0,yellow,23.5,green,92.0,yellow,25.0,green,98.0,green,25.0,green,89.0
488,2022-04-23,green,24.0,green,97.0,green,24.0,green,85.0,green,25.0,green,83.0,green,26.5,green,97.0,green,26.5,green,98.0,green,25.0,green,96.0,green,23.5,green,92.0,green,23.5,green,96.0,green,26.0,green,98.0,green,25.5,green,98.0
489,2022-04-24,green,22.0,green,98.0,green,21.5,green,81.0,green,22.5,green,85.0,green,24.0,green,99.0,green,24.5,green,97.0,green,23.5,green,99.0,green,21.0,green,87.0,green,21.5,green,92.0,green,24.0,green,99.0,green,23.5,green,99.0
490,2022-04-25,green,21.5,green,99.0,green,20.5,green,81.0,green,22.0,green,82.0,yellow,20.5,green,98.0,green,23.5,green,94.0,green,23.0,green,97.0,green,21.5,green,89.0,green,21.0,green,89.0,green,20.5,green,89.0,green,21.5,green,82.0
491,2022-04-26,green,21.5,green,96.0,green,19.5,green,82.0,yellow,21.5,green,84.0,yellow,20.0,green,98.0,green,23.0,green,96.0,green,22.5,green,97.0,yellow,21.0,green,88.0,green,20.5,green,93.0,green,20.5,green,96.0,green,21.5,green,89.0
492,2022-04-27,green,21.5,green,98.0,yellow,20.5,green,86.0,green,21.5,green,89.0,yellow,22.0,green,98.0,green,24.0,green,98.0,green,23.0,green,99.0,green,21.0,green,89.0,green,20.5,green,93.0,yellow,22.5,green,97.0,blue,22.5,blue,94.0
493,2022-04-28,green,21.5,green,97.0,yellow,20.5,green,80.0,green,21.5,green,79.0,green,22.0,green,96.0,green,23.5,green,96.0,green,23.0,green,97.0,green,20.5,green,87.0,green,20.5,green,96.0,green,22.0,green,99.0,green,22.5,blue,
494,2022-04-29,green,21.5,green,97.0,green,20.0,green,78.0,green,21.5,green,81.0,green,22.5,green,99.0,green,23.5,green,96.0,green,23.0,green,97.0,green,20.5,green,86.0,green,21.0,green,97.0,green,22.5,green,99.0,green,23.0,green,96.0
495,2022-04-30,green,22.0,green,97.0,yellow,21.5,green,85.0,yellow,22.5,green,78.0,yellow,24.0,green,99.0,green,24.5,green,96.0,green,23.5,green,97.0,yellow,21.5,green,88.0,yellow,21.5,green,95.0,green,24.0,green,99.0,green,23.5,green,97.0
496,2022-05-01,green,21.5,green,97.0,yellow,19.5,green,86.0,yellow,22.0,green,85.0,green,21.5,green,99.0,green,23.5,green,97.0,green,23.5,green,96.0,green,21.0,green,92.0,green,21.0,green,97.0,green,21.0,green,99.0,green,22.0,green,95.0
497,2022-05-02,green,21.5,green,98.0,yellow,19.5,green,74.0,green,21.5,yellow,43.0,green,22.0,green,96.0,green,24.0,green,96.0,green,23.0,green,96.0,green,20.0,green,92.0,green,20.5,green,94.0,green,22.0,green,98.0,green,22.5,green,96.0
498,2022-05-03,green,21.5,green,97.0,yellow,20.0,green,92.0,yellow,21.5,green,85.0,green,22.0,green,98.0,green,23.5,green,97.0,green,23.0,green,97.0,green,20.5,green,95.0,green,20.5,green,96.0,green,21.5,green,99.0,green,22.0,green,96.0
499,2022-05-04,green,21.5,green,97.0,yellow,19.5,green,86.0,green,21.5,green,85.0,green,21.0,green,99.0,green,23.0,green,97.0,green,23.0,green,97.0,green,20.0,green,93.0,green,20.5,green,95.0,green,21.5,green,99.0,green,22.0,green,96.0
500,2022-05-05,green,21.5,green,99.0,yellow,19.5,green,86.0,yellow,21.0,green,89.0,green,21.0,green,99.0,green,23.0,green,96.0,green,23.0,green,97.0,green,20.0,green,96.0,yellow,21.5,green,95.0,green,21.0,blue,,green,22.0,green,94.0
501,2022-05-06,green,21.5,green,97.0,green,18.5,green,89.0,yellow,21.5,green,85.0,green,21.5,green,99.0,green,23.0,green,99.0,green,23.0,green,99.0,green,20.0,green,96.0,green,21.0,green,95.0,green,21.0,green,99.0,green,22.0,green,97.0
502,2022-05-07,green,21.0,green,97.0,yellow,19.0,green,88.0,yellow,21.0,green,86.0,green,22.5,green,98.0,green,23.5,green,98.0,green,23.0,green,97.0,green,20.5,green,96.0,green,20.5,green,93.0,green,22.5,green,96.0,green,22.5,green,96.0
503,2022-05-08,green,22.0,green,99.0,green,19.5,green,87.0,green,21.5,green,86.0,green,23.5,green,98.0,green,24.0,green,98.0,green,22.5,green,99.0,green,20.5,green,96.0,green,20.5,green,92.0,green,22.5,green,98.0,green,22.5,green,98.0
504,2022-05-09,yellow,24.5,green,96.0,yellow,24.0,green,85.0,yellow,25.0,green,88.0,yellow,26.5,green,98.0,yellow,27.0,green,97.0,yellow,24.5,green,96.0,yellow,23.0,green,92.0,yellow,23.5,green,94.0,yellow,26.0,green,99.0,yellow,25.0,green,98.0
505,2022-05-10,yellow,26.0,green,97.0,yellow,26.0,green,88.0,yellow,27.5,green,92.0,yellow,28.0,green,96.0,yellow,28.5,green,99.0,yellow,27.0,green,97.0,yellow,26.0,green,95.0,yellow,26.0,green,95.0,yellow,28.0,green,99.0,yellow,27.0,green,97.0
506,2022-05-11,yellow,28.0,green,97.0,yellow,28.0,green,91.0,yellow,29.5,green,94.0,yellow,29.5,green,98.0,blue,30.0,blue,,red,28.0,green,99.0,yellow,28.0,green,95.0,yellow,28.0,green,95.0,yellow,29.5,green,99.0,yellow,29.0,green,97.0
507,2022-05-12,yellow,28.0,green,97.0,yellow,28.5,green,86.0,yellow,29.5,green,89.0,yellow,30.0,green,96.0,yellow,30.5,blue,,red,28.0,green,98.0,red,28.0,green,97.0,yellow,28.0,green,96.0,yellow,29.5,green,99.0,yellow,29.0,green,98.0
508,2022-05-13,yellow,26.0,green,97.0,red,26.0,green,86.0,red,27.0,green,92.0,yellow,28.0,green,97.0,yellow,28.0,green,99.0,red,26.0,green,99.0,red,26.0,green,93.0,red,26.0,green,95.0,yellow,27.5,green,99.0,yellow,27.0,green,99.0
509,2022-05-14,red,24.5,green,97.0,red,25.0,green,85.0,red,26.0,green,92.0,red,27.0,green,96.0,red,27.0,green,99.0,red,25.5,green,96.0,red,24.5,green,91.0,red,24.5,green,95.0,red,27.0,green,98.0,red,26.0,green,98.0
510,2022-05-15,green,22.0,green,96.0,yellow,21.5,green,85.0,yellow,22.5,green,84.0,green,24.0,green,96.0,green,24.5,green,98.0,yellow,22.5,green,98.0,yellow,21.0,green,93.0,yellow,21.5,green,89.0,yellow,24.5,green,99.0,yellow,23.5,green,99.0
511,2022-05-16,yellow,22.5,green,97.0,red,22.5,green,80.0,yellow,23.5,green,91.0,yellow,24.0,green,98.0,yellow,25.0,green,96.0,yellow,23.5,green,97.0,yellow,21.5,green,92.0,yellow,22.0,green,94.0,yellow,24.0,green,99.0,yellow,23.5,green,98.0
512,2022-05-17,red,24.0,green,96.0,red,23.5,green,86.0,red,24.5,green,87.0,yellow,26.0,green,98.0,red,26.5,green,97.0,red,25.0,green,97.0,red,23.5,green,94.0,red,23.5,green,94.0,yellow,25.5,green,98.0,yellow,25.5,green,98.0
513,2022-05-18,yellow,21.5,green,97.0,red,21.5,green,79.0,yellow,22.5,green,85.0,yellow,24.5,green,97.0,yellow,24.5,green,98.0,red,23.5,green,97.0,yellow,21.0,green,91.0,red,21.5,green,89.0,red,25.5,green,96.0,green,24.5,green,99.0
514,2022-05-19,yellow,23.5,green,97.0,yellow,23.5,green,83.0,yellow,24.5,green,87.0,yellow,26.0,green,98.0,yellow,26.5,green,99.0,yellow,24.5,green,96.0,yellow,23.0,green,87.0,yellow,23.0,green,88.0,yellow,26.0,green,96.0,yellow,25.0,blue,
515,2022-05-20,red,24.5,green,96.0,red,25.0,green,86.0,red,26.0,green,87.0,red,27.0,green,99.0,red,27.0,green,99.0,red,25.0,green,99.0,red,24.0,green,94.0,red,24.5,green,93.0,red,26.5,green,99.0,red,25.5,green,95.0
516,2022-05-21,green,20.5,green,97.0,green,18.5,green,81.0,green,20.0,green,83.0,green,22.0,green,98.0,green,23.0,green,96.0,green,22.0,green,99.0,green,18.5,green,94.0,green,19.0,green,94.0,green,22.0,green,99.0,green,22.5,green,94.0
517,2022-05-22,red,19.5,green,97.0,red,16.0,green,84.0,red,18.5,green,82.0,yellow,22.5,green,96.0,red,23.0,green,96.0,green,22.0,green,97.0,yellow,18.5,green,92.0,green,19.0,green,96.0,green,21.5,green,99.0,green,22.0,green,95.0
518,2022-05-23,green,21.0,green,97.0,green,17.0,green,82.0,green,20.5,green,87.0,green,22.5,green,97.0,green,24.0,green,98.0,green,22.0,green,99.0,green,19.5,green,94.0,green,19.5,green,95.0,green,22.0,green,99.0,green,22.0,green,97.0
519,2022-05-24,green,21.5,green,98.0,green,20.5,green,84.0,green,22.0,green,87.0,green,23.5,green,96.0,green,24.0,green,98.0,green,23.0,green,97.0,green,21.0,green,92.0,green,21.0,green,97.0,green,23.5,green,98.0,green,23.0,green,99.0
520,2022-05-25,yellow,22.0,green,97.0,yellow,22.0,green,86.0,yellow,23.5,green,87.0,yellow,24.5,green,99.0,yellow,24.5,green,99.0,yellow,23.0,green,99.0,yellow,22.0,green,92.0,yellow,22.0,green,92.0,yellow,25.0,green,98.0,yellow,23.5,green,97.0
521,2022-05-26,green,21.0,green,96.0,green,21.0,green,86.0,green,22.0,green,86.0,green,23.5,green,97.0,green,24.0,green,97.0,green,22.5,green,98.0,green,20.0,green,95.0,green,20.5,green,95.0,yellow,24.5,green,96.0,yellow,23.5,green,93.0
522,2022-05-27,green,20.5,green,94.0,green,19.0,green,91.0,green,20.0,green,85.0,green,22.5,green,97.0,green,23.0,green,97.0,green,22.5,green,97.0,green,18.0,green,95.0,green,19.0,green,95.0,green,23.5,green,99.0,green,23.5,green,92.0
523,2022-05-28,yellow,22.0,green,96.0,green,21.0,green,91.0,yellow,22.5,green,92.0,green,23.5,green,96.0,green,24.5,green,97.0,yellow,23.5,green,97.0,yellow,21.0,green,94.0,yellow,21.5,green,97.0,green,23.5,green,97.0,green,23.5,green,97.0
524,2022-05-29,green,24.5,green,97.0,yellow,24.5,green,93.0,green,25.5,green,93.0,green,26.5,green,97.0,green,27.0,green,99.0,yellow,25.0,green,98.0,yellow,23.5,green,94.0,yellow,24.0,green,97.0,green,27.0,green,98.0,green,26.0,green,99.0
525,2022-05-30,green,26.0,green,98.0,yellow,26.0,green,94.0,green,27.0,green,94.0,green,28.0,green,98.0,green,28.0,green,99.0,red,26.0,green,97.0,red,25.5,green,97.0,yellow,25.5,green,97.0,green,27.5,green,99.0,green,26.5,green,99.0
526,2022-05-31,green,26.0,green,98.0,green,26.0,green,94.0,green,27.0,green,95.0,green,28.0,green,98.0,green,28.0,green,99.0,yellow,26.5,green,99.0,green,26.0,green,95.0,green,26.0,green,98.0,green,27.5,green,98.0,green,27.0,green,99.0
527,2022-06-01,green,21.5,green,99.0,green,21.0,green,84.0,green,22.5,green,92.0,green,24.0,green,99.0,green,24.0,green,99.0,green,22.5,green,99.0,green,21.0,green,93.0,green,21.0,green,85.0,green,24.0,green,99.0,green,23.0,green,99.0
528,2022-06-02,yellow,21.5,green,97.0,yellow,21.5,green,87.0,yellow,22.0,green,86.0,yellow,24.0,green,97.0,green,24.0,green,97.0,yellow,22.0,green,97.0,yellow,20.0,green,95.0,yellow,21.0,green,87.0,green,24.0,green,97.0,green,23.0,green,97.0
529,2022-06-03,red,23.0,green,96.0,red,22.5,green,88.0,red,23.5,green,91.0,yellow,25.0,green,97.0,yellow,25.5,green,97.0,red,24.5,green,98.0,red,22.0,green,93.0,red,23.0,green,94.0,red,26.0,green,99.0,yellow,25.5,green,96.0
530,2022-06-04,red,23.5,green,98.0,red,23.0,green,91.0,red,24.0,green,96.0,yellow,25.5,green,99.0,yellow,26.0,green,98.0,yellow,24.5,green,99.0,red,22.5,green,96.0,red,23.0,green,95.0,yellow,26.0,green,99.0,yellow,25.0,green,97.0
531,2022-06-05,yellow,24.0,green,99.0,yellow,23.5,green,95.0,yellow,25.0,green,94.0,yellow,26.0,green,98.0,yellow,26.5,green,98.0,yellow,25.0,green,97.0,yellow,23.5,green,99.0,yellow,23.5,green,97.0,yellow,26.5,green,99.0,yellow,25.5,green,99.0
532,2022-06-06,yellow,23.0,green,98.0,yellow,23.5,green,87.0,yellow,24.5,green,93.0,yellow,25.5,green,97.0,yellow,25.5,green,99.0,yellow,24.5,green,97.0,yellow,23.0,green,95.0,yellow,23.5,green,95.0,yellow,25.5,green,97.0,green,24.5,green,97.0
533,2022-06-07,yellow,22.5,green,96.0,yellow,22.5,green,87.0,yellow,23.5,green,94.0,yellow,25.0,green,98.0,yellow,25.0,green,97.0,yellow,23.5,green,99.0,yellow,22.0,green,96.0,yellow,22.5,green,96.0,yellow,25.0,green,96.0,yellow,24.0,green,97.0
534,2022-06-08,yellow,21.0,green,97.0,yellow,20.5,green,88.0,yellow,21.5,green,89.0,green,23.5,green,99.0,green,23.5,green,97.0,green,22.5,green,98.0,green,20.5,green,94.0,green,21.0,green,95.0,green,23.5,green,97.0,green,23.0,green,96.0
535,2022-06-09,yellow,22.5,green,96.0,yellow,22.5,green,91.0,yellow,23.5,green,95.0,yellow,25.0,green,96.0,yellow,25.5,green,97.0,yellow,24.0,green,97.0,yellow,22.5,green,93.0,yellow,22.5,green,94.0,yellow,25.0,green,99.0,yellow,24.5,green,96.0
536,2022-06-10,green,20.5,green,97.0,green,20.5,green,89.0,green,21.5,green,95.0,green,23.0,green,99.0,green,23.5,green,97.0,green,22.0,green,98.0,green,20.5,green,97.0,green,20.5,green,94.0,green,23.5,green,98.0,green,22.5,green,97.0
537,2022-06-11,green,23.0,green,96.0,yellow,22.5,green,81.0,yellow,24.0,green,87.0,green,25.5,green,98.0,green,25.5,green,97.0,green,24.5,green,98.0,green,23.0,green,96.0,yellow,23.0,green,97.0,green,25.5,green,98.0,green,25.0,green,97.0
538,2022-06-12,green,25.5,green,99.0,yellow,26.0,green,92.0,yellow,27.0,green,92.0,green,27.5,green,97.0,green,28.0,green,97.0,green,26.0,green,99.0,green,25.0,green,98.0,yellow,25.5,green,98.0,green,27.5,green,98.0,green,26.5,green,98.0
539,2022-06-13,yellow,29.0,green,98.0,yellow,29.0,green,97.0,yellow,30.5,green,96.0,green,30.0,green,99.0,yellow,30.5,green,98.0,red,29.0,green,98.0,yellow,29.0,green,98.0,yellow,29.0,green,99.0,yellow,30.5,green,98.0,green,30.0,green,99.0
540,2022-06-14,yellow,30.0,green,99.0,yellow,30.5,green,97.0,yellow,31.5,green,95.0,yellow,31.5,green,98.0,yellow,32.0,green,96.0,red,30.0,green,98.0,red,30.0,green,96.0,red,30.0,green,98.0,yellow,31.5,green,98.0,yellow,30.5,green,99.0
541,2022-06-15,yellow,29.0,green,99.0,yellow,29.5,green,97.0,yellow,30.5,green,97.0,yellow,31.0,green,97.0,yellow,31.5,green,98.0,red,29.0,green,99.0,red,28.0,green,98.0,red,29.0,green,97.0,red,30.5,green,98.0,yellow,29.5,green,97.0
542,2022-06-16,yellow,29.5,green,99.0,yellow,30.0,green,96.0,yellow,31.0,green,96.0,yellow,31.5,green,97.0,yellow,31.5,green,96.0,red,29.5,green,98.0,red,28.5,green,99.0,red,30.0,green,99.0,yellow,31.0,green,99.0,yellow,30.5,green,99.0
