,Date (America/Chicago),"Maschhoff_4NL2_RM1_C Temp shock - color
433,2022-02-27,green,20.5,green,77.0,green,22.0,green,97.0,green,22.5,green,84.0,green,21.5,green,98.0,green,22.0,green,99.0,green,23.0,green,77.0
434,2022-02-28,green,20.5,green,83.0,green,22.5,green,96.0,green,22.0,green,87.0,green,21.0,green,99.0,green,22.0,green,99.0,green,23.0,green,89.0
435,2022-03-01,green,21.0,green,87.0,green,22.5,green,97.0,green,22.5,green,99.0,green,22.5,green,97.0,green,22.5,green,99.0,green,23.5,green,97.0
436,2022-03-02,green,21.0,green,84.0,green,22.0,green,99.0,green,22.5,green,99.0,green,22.0,green,99.0,green,22.0,green,99.0,green,23.0,green,98.0
437,2022-03-03,green,20.5,green,87.0,green,21.5,green,99.0,green,21.5,green,98.0,green,21.5,green,99.0,green,22.0,green,98.0,green,22.5,green,93.0
438,2022-03-04,green,20.0,green,83.0,green,22.0,green,98.0,green,21.5,green,93.0,green,21.5,green,99.0,green,22.0,green,97.0,green,22.5,green,92.0
439,2022-03-05,green,21.5,green,93.0,yellow,22.5,green,99.0,green,22.0,green,97.0,green,22.5,green,96.0,yellow,22.0,green,96.0,green,23.5,green,98.0
440,2022-03-06,green,20.5,green,92.0,green,22.0,green,99.0,green,22.5,green,98.0,green,21.5,green,97.0,green,22.0,green,98.0,green,23.0,green,97.0
441,2022-03-07,green,20.5,green,69.0,green,21.5,green,97.0,green,22.0,green,93.0,green,21.5,green,96.0,green,21.5,green,97.0,green,23.0,green,92.0
442,2022-03-08,green,20.0,green,73.0,green,21.5,green,96.0,green,22.0,green,81.0,green,21.0,green,99.0,green,22.0,green,99.0,green,22.5,green,85.0
443,2022-03-09,green,20.0,green,75.0,green,21.5,green,97.0,green,22.0,green,95.0,green,21.0,green,99.0,green,21.5,green,99.0,green,22.5,green,94.0
444,2022-03-10,green,20.0,green,76.0,green,21.5,green,96.0,green,22.0,green,85.0,green,20.5,green,99.0,green,21.5,green,98.0,green,22.0,green,92.0
445,2022-03-11,green,21.0,green,75.0,green,21.0,green,98.0,green,22.5,green,80.0,green,22.0,green,97.0,green,21.5,green,97.0,green,23.0,green,92.0
446,2022-03-12,green,21.0,green,75.0,green,21.0,green,99.0,green,22.0,green,83.0,green,21.5,green,98.0,green,21.0,green,98.0,green,23.0,green,92.0
447,2022-03-13,green,20.0,green,78.0,green,22.0,green,97.0,green,21.5,green,92.0,green,21.5,green,99.0,green,22.0,green,99.0,green,22.5,green,95.0
448,2022-03-14,yellow,20.5,green,86.0,green,22.0,green,97.0,green,22.0,green,98.0,green,22.0,green,98.0,yellow,22.0,green,98.0,green,23.0,green,97.0
449,2022-03-15,yellow,20.5,green,89.0,green,22.0,green,97.0,green,22.0,green,98.0,green,22.0,green,99.0,yellow,21.5,green,98.0,green,23.0,green,99.0
450,2022-03-16,yellow,21.0,green,88.0,green,22.0,green,97.0,green,22.0,green,99.0,green,21.5,green,96.0,green,21.5,green,99.0,green,23.0,green,99.0
451,2022-03-17,yellow,20.0,green,94.0,green,22.0,green,98.0,green,22.0,green,98.0,yellow,21.5,green,99.0,yellow,21.0,green,98.0,green,23.0,green,97.0
452,2022-03-18,green,19.5,green,92.0,green,22.5,green,97.0,green,21.5,green,98.0,green,20.5,green,97.0,green,22.0,green,98.0,green,22.5,green,98.0
453,2022-03-19,green,20.0,green,85.0,green,22.0,green,97.0,green,22.0,green,99.0,green,21.0,green,99.0,green,21.5,green,97.0,green,23.0,green,97.0
454,2022-03-20,yellow,20.5,green,91.0,green,21.5,green,97.0,green,22.0,green,99.0,yellow,21.5,green,99.0,yellow,21.0,green,96.0,green,23.0,green,97.0
455,2022-03-21,green,21.0,green,93.0,green,22.0,green,96.0,green,22.0,green,98.0,green,21.5,green,99.0,green,21.5,green,98.0,green,22.5,green,99.0
456,2022-03-22,green,19.5,green,97.0,green,21.5,green,99.0,green,21.0,green,99.0,green,20.0,green,99.0,green,21.5,green,99.0,green,22.0,green,99.0
457,2022-03-23,green,19.5,green,97.0,green,22.0,green,99.0,green,21.5,green,98.0,green,20.0,green,96.0,green,21.5,green,99.0,green,22.0,green,98.0
458,2022-03-24,green,19.5,green,95.0,green,22.0,green,98.0,green,22.0,green,97.0,green,20.5,green,98.0,green,22.0,green,99.0,green,23.0,green,97.0
459,2022-03-25,yellow,20.5,green,97.0,green,21.0,green,97.0,green,23.0,green,98.0,yellow,21.5,green,98.0,red,19.5,green,99.0,yellow,24.0,green,99.0
460,2022-03-26,green,20.5,green,94.0,green,21.0,green,99.0,green,22.5,green,97.0,green,21.5,green,99.0,green,19.5,green,99.0,green,23.5,green,97.0
461,2022-03-27,green,19.0,green,93.0,green,21.5,green,99.0,green,21.5,green,98.0,green,20.0,green,96.0,green,21.0,green,99.0,green,22.0,green,99.0
462,2022-03-28,green,19.5,green,94.0,green,21.5,green,98.0,green,21.5,green,98.0,green,20.0,green,98.0,green,21.0,green,98.0,green,22.0,green,99.0
463,2022-03-29,green,19.0,green,94.0,green,21.5,green,97.0,green,21.5,green,99.0,green,21.0,green,98.0,green,21.0,green,96.0,green,22.5,green,99.0
464,2022-03-30,green,19.0,green,98.0,green,21.5,green,99.0,green,21.0,green,99.0,green,20.5,green,99.0,green,21.0,green,98.0,green,22.5,green,99.0
465,2022-03-31,green,19.5,green,97.0,green,21.5,green,98.0,green,22.0,green,97.0,green,20.0,green,99.0,green,21.0,green,96.0,green,23.0,green,97.0
466,2022-04-01,green,19.5,green,97.0,green,21.5,green,97.0,green,21.5,green,98.0,green,21.0,green,98.0,green,21.0,green,97.0,green,22.5,green,98.0
467,2022-04-02,green,19.0,green,97.0,green,21.5,green,99.0,green,21.5,green,99.0,green,20.5,green,97.0,green,21.0,green,97.0,green,22.5,green,97.0
468,2022-04-03,green,19.5,green,97.0,green,21.0,green,99.0,green,21.0,green,99.0,green,21.0,green,97.0,green,20.5,green,99.0,green,22.5,green,98.0
469,2022-04-04,green,18.5,green,97.0,green,21.0,green,99.0,green,21.0,green,99.0,green,20.0,green,96.0,green,20.5,green,99.0,green,22.0,green,99.0
470,2022-04-05,green,19.5,green,95.0,green,21.0,green,97.0,green,21.0,green,99.0,green,20.5,green,97.0,green,21.0,green,96.0,green,22.0,green,97.0
471,2022-04-06,yellow,19.0,green,97.0,green,20.5,green,98.0,green,21.0,green,96.0,yellow,20.0,green,97.0,green,20.5,green,98.0,green,22.0,green,98.0
472,2022-04-07,yellow,18.0,green,93.0,green,21.0,green,99.0,green,21.5,green,99.0,green,19.5,green,97.0,green,20.5,green,97.0,green,22.5,green,97.0
473,2022-04-08,green,19.0,green,94.0,green,21.0,green,99.0,green,21.5,green,98.0,green,19.5,green,99.0,green,20.5,green,97.0,green,22.5,green,99.0
474,2022-04-09,yellow,19.5,green,97.0,green,21.0,green,98.0,green,21.0,green,99.0,green,20.5,green,99.0,green,20.5,green,96.0,green,22.0,green,97.0
475,2022-04-10,green,20.5,green,92.0,green,21.0,green,97.0,green,21.5,green,99.0,green,20.5,green,99.0,green,20.5,green,97.0,green,22.0,green,98.0
476,2022-04-11,green,19.5,green,99.0,green,20.5,green,99.0,green,20.5,green,99.0,yellow,20.0,green,96.0,yellow,20.0,green,98.0,yellow,22.0,green,98.0
477,2022-04-12,green,20.0,green,97.0,green,21.0,green,98.0,green,21.0,green,99.0,green,21.0,green,97.0,green,20.5,green,98.0,green,21.5,green,98.0
478,2022-04-13,yellow,19.5,green,99.0,green,19.5,green,99.0,green,21.0,green,98.0,red,19.5,green,99.0,red,18.5,green,99.0,red,21.5,green,97.0
479,2022-04-14,yellow,19.0,green,97.0,yellow,20.0,green,97.0,green,21.5,green,99.0,green,20.0,green,98.0,yellow,20.0,green,98.0,green,22.0,green,96.0
480,2022-04-15,green,18.5,green,98.0,green,21.0,green,99.0,green,20.5,green,97.0,green,20.0,green,97.0,green,20.5,green,98.0,green,21.5,green,97.0
481,2022-04-16,yellow,18.5,green,96.0,green,21.0,green,98.0,green,20.5,green,99.0,green,20.0,green,97.0,green,20.0,green,98.0,green,22.0,green,98.0
482,2022-04-17,green,17.5,green,98.0,green,21.0,green,97.0,green,20.5,green,98.0,green,20.0,green,97.0,green,20.5,green,99.0,green,21.5,green,96.0
483,2022-04-18,yellow,18.5,green,97.0,green,21.0,green,98.0,green,21.5,green,99.0,yellow,20.5,green,99.0,green,19.5,green,99.0,green,22.5,green,99.0
484,2022-04-19,green,18.5,green,95.0,green,20.0,green,99.0,green,20.5,green,99.0,green,20.0,green,98.0,green,20.0,green,99.0,green,21.5,green,98.0
485,2022-04-20,green,17.5,green,96.0,green,20.5,green,97.0,green,20.5,green,96.0,green,19.0,green,97.0,green,20.5,green,97.0,green,21.0,green,98.0
486,2022-04-21,green,19.5,green,96.0,yellow,20.0,green,98.0,green,20.0,green,98.0,green,19.5,green,96.0,yellow,19.5,green,99.0,yellow,21.5,green,96.0
487,2022-04-22,green,21.0,green,98.0,green,20.5,green,98.0,green,21.0,green,99.0,green,21.0,green,98.0,green,20.5,green,97.0,green,22.0,green,98.0
488,2022-04-23,green,23.5,green,98.0,green,23.0,green,99.0,green,23.5,green,99.0,green,24.0,green,97.0,green,23.0,green,99.0,green,24.5,green,97.0
489,2022-04-24,green,20.0,green,96.0,green,19.5,green,97.0,green,20.0,green,99.0,green,20.0,green,99.0,green,19.0,green,98.0,green,21.0,green,96.0
490,2022-04-25,green,18.0,green,97.0,green,20.0,green,98.0,green,20.0,green,99.0,red,19.0,green,99.0,red,18.5,green,98.0,yellow,21.5,green,99.0
491,2022-04-26,green,18.0,green,97.0,green,20.0,green,97.0,green,20.0,green,96.0,green,19.5,green,97.0,green,18.5,green,99.0,green,21.0,green,99.0
492,2022-04-27,green,18.5,green,95.0,green,19.5,green,97.0,green,20.0,green,96.0,green,19.5,green,97.0,yellow,19.0,green,99.0,green,20.5,green,99.0
493,2022-04-28,green,18.5,green,94.0,green,20.0,green,98.0,green,20.0,green,96.0,green,19.5,green,99.0,green,19.5,green,99.0,green,20.5,green,96.0
494,2022-04-29,green,19.5,green,96.0,green,19.0,green,99.0,green,20.0,green,99.0,green,19.5,green,97.0,green,19.0,green,99.0,green,20.5,green,98.0
495,2022-04-30,green,20.5,green,97.0,yellow,20.0,green,97.0,yellow,20.5,green,99.0,green,20.5,green,97.0,yellow,19.5,green,98.0,green,21.5,green,97.0
496,2022-05-01,green,19.0,green,97.0,yellow,19.0,green,97.0,green,19.5,green,97.0,green,19.0,green,97.0,yellow,19.0,green,99.0,green,21.0,green,98.0
497,2022-05-02,green,18.5,green,97.0,green,19.0,green,94.0,green,19.5,green,99.0,green,18.5,green,98.0,green,18.5,green,97.0,green,20.5,green,99.0
498,2022-05-03,green,18.0,green,95.0,green,19.5,green,91.0,green,20.0,green,98.0,green,18.5,green,99.0,green,19.5,green,99.0,green,20.5,green,96.0
499,2022-05-04,green,19.0,green,93.0,green,18.5,green,96.0,green,20.5,green,97.0,green,19.5,green,99.0,green,18.5,green,99.0,green,20.5,green,99.0
500,2022-05-05,green,19.0,green,92.0,green,19.5,green,97.0,green,20.5,green,99.0,green,19.0,green,99.0,green,19.0,green,99.0,green,20.5,green,97.0
501,2022-05-06,green,18.5,green,93.0,green,19.5,green,97.0,green,20.5,green,97.0,green,18.5,green,99.0,green,19.0,green,99.0,green,20.5,green,97.0
502,2022-05-07,green,19.5,green,92.0,green,19.0,green,97.0,green,20.0,green,96.0,green,19.5,green,99.0,green,19.0,green,99.0,green,20.5,green,99.0
503,2022-05-08,green,19.5,green,93.0,green,19.5,green,97.0,green,20.0,green,97.0,green,20.0,green,96.0,green,19.5,green,98.0,green,20.5,green,96.0
504,2022-05-09,yellow,23.5,green,95.0,yellow,23.5,green,98.0,green,23.5,green,97.0,green,24.0,green,99.0,yellow,23.5,green,96.0,green,24.5,green,97.0
505,2022-05-10,yellow,26.5,green,96.0,yellow,26.5,green,99.0,yellow,26.5,green,96.0,yellow,27.0,green,97.0,yellow,26.5,green,99.0,yellow,27.5,green,97.0
506,2022-05-11,yellow,28.0,green,95.0,yellow,28.0,green,96.0,yellow,28.0,green,99.0,yellow,28.5,green,98.0,yellow,28.0,green,99.0,yellow,29.0,green,97.0
507,2022-05-12,yellow,28.5,green,97.0,yellow,28.5,green,99.0,yellow,28.0,green,98.0,yellow,28.5,green,98.0,yellow,28.5,green,99.0,yellow,29.0,green,97.0
508,2022-05-13,yellow,25.0,green,99.0,yellow,25.0,green,99.0,green,25.0,green,97.0,yellow,25.5,green,99.0,green,25.0,green,98.0,yellow,26.0,green,98.0
509,2022-05-14,red,23.0,green,99.0,red,23.0,green,99.0,red,23.0,green,97.0,red,23.0,green,99.0,red,23.0,green,97.0,yellow,23.5,green,96.0
510,2022-05-15,green,19.5,green,97.0,green,19.5,green,97.0,green,19.5,green,99.0,green,20.0,green,99.0,green,19.0,green,96.0,green,20.5,green,99.0
511,2022-05-16,red,20.5,green,84.0,red,21.0,green,96.0,yellow,21.0,green,99.0,red,21.5,green,98.0,red,21.0,green,97.0,yellow,21.0,green,99.0
512,2022-05-17,blue,18.5,blue,,blue,18.0,blue,,blue,18.0,blue,,blue,18.5,blue,,blue,18.5,blue,,blue,18.5,blue,
513,2022-05-18,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,,blue,
514,2022-05-19,green,25.5,blue,,green,26.0,blue,,green,25.0,blue,,green,26.0,blue,,green,26.0,blue,,green,26.0,blue,
515,2022-05-20,green,22.5,green,96.0,green,22.5,green,97.0,green,22.0,green,97.0,green,22.5,green,97.0,green,22.5,green,97.0,green,23.0,green,97.0
516,2022-05-21,green,18.0,green,97.0,green,18.0,green,99.0,green,17.5,green,96.0,green,18.0,green,97.0,green,18.0,green,99.0,green,18.5,green,97.0
517,2022-05-22,green,16.0,green,97.0,green,16.5,green,98.0,green,16.0,green,97.0,green,16.0,green,98.0,green,16.5,green,97.0,green,16.5,green,98.0
518,2022-05-23,yellow,25.0,green,98.0,yellow,24.5,green,99.0,green,24.0,green,99.0,yellow,25.0,green,99.0,yellow,24.5,green,97.0,green,24.5,green,99.0
519,2022-05-24,yellow,29.0,green,91.0,yellow,29.0,green,98.0,green,28.0,green,74.0,yellow,29.0,green,83.0,yellow,29.0,green,89.0,yellow,29.0,green,82.0
520,2022-05-25,green,28.5,green,96.0,green,28.5,green,99.0,green,28.0,yellow,43.0,green,28.5,green,80.0,green,28.5,green,92.0,green,29.0,yellow,54.0
521,2022-05-26,green,28.5,green,86.0,green,28.5,green,95.0,green,28.0,green,69.0,yellow,28.5,green,84.0,green,28.5,green,83.0,yellow,29.0,yellow,60.0
522,2022-05-27,green,28.5,green,88.0,green,28.5,green,97.0,green,28.0,green,76.0,green,28.5,green,93.0,green,28.5,green,89.0,green,29.0,green,65.0
523,2022-05-28,green,28.5,green,81.0,green,29.0,green,93.0,green,28.0,green,83.0,green,28.5,green,80.0,green,28.5,green,83.0,green,29.0,green,73.0
524,2022-05-29,green,29.0,green,84.0,green,29.5,green,84.0,green,29.0,green,84.0,green,29.0,green,72.0,green,29.0,green,73.0,green,29.5,green,79.0
525,2022-05-30,green,29.0,green,83.0,green,29.5,green,81.0,green,29.0,green,91.0,green,29.0,green,86.0,green,29.5,green,83.0,green,29.5,green,89.0
526,2022-05-31,green,29.0,green,82.0,green,29.5,green,84.0,green,29.5,green,89.0,green,28.5,green,91.0,green,29.0,green,85.0,green,29.5,green,85.0
527,2022-06-01,green,28.0,green,84.0,green,28.5,green,89.0,green,28.5,green,91.0,green,28.0,green,92.0,green,28.5,green,79.0,green,29.0,green,91.0
528,2022-06-02,green,28.0,green,94.0,green,29.0,green,97.0,green,28.0,green,96.0,yellow,28.0,green,97.0,green,29.0,green,86.0,green,29.0,green,92.0
529,2022-06-03,green,28.5,green,96.0,green,29.0,green,97.0,green,28.5,green,96.0,green,28.5,green,98.0,green,29.0,green,92.0,green,29.0,green,89.0
530,2022-06-04,green,28.0,green,97.0,green,28.0,green,98.0,green,28.0,green,97.0,green,27.5,green,97.0,green,28.5,green,96.0,green,28.5,green,93.0
531,2022-06-05,green,28.0,green,96.0,green,28.5,green,97.0,green,28.0,green,97.0,green,28.0,green,97.0,green,28.5,green,96.0,green,29.0,green,88.0
532,2022-06-06,green,28.0,green,98.0,green,28.0,green,97.0,green,28.5,green,94.0,green,28.0,green,96.0,green,28.5,green,95.0,green,29.0,green,88.0
533,2022-06-07,green,28.0,green,95.0,green,28.0,green,97.0,green,28.0,green,97.0,green,27.5,green,97.0,green,28.0,green,97.0,green,29.0,green,94.0
534,2022-06-08,green,27.0,green,95.0,green,27.5,green,98.0,green,27.5,green,96.0,green,26.5,green,97.0,green,27.0,green,97.0,green,28.0,green,95.0
535,2022-06-09,green,27.0,green,97.0,green,27.0,green,96.0,green,27.5,green,97.0,green,26.5,green,97.0,green,27.0,green,98.0,green,28.0,green,95.0
536,2022-06-10,green,26.5,green,96.0,green,27.0,green,96.0,green,27.0,green,95.0,green,26.5,green,95.0,green,27.0,green,97.0,green,28.0,green,88.0
537,2022-06-11,green,26.5,green,97.0,green,27.0,green,96.0,green,27.0,green,97.0,green,26.5,green,97.0,green,27.0,green,97.0,green,27.5,green,86.0
538,2022-06-12,green,27.0,green,98.0,green,27.5,green,97.0,green,27.5,green,98.0,green,27.0,green,96.0,green,27.0,green,97.0,green,28.0,green,97.0
539,2022-06-13,green,28.5,green,97.0,green,29.0,green,97.0,green,28.5,green,97.0,green,28.5,green,98.0,green,29.0,green,96.0,green,29.5,green,98.0
540,2022-06-14,yellow,30.0,green,99.0,yellow,30.0,green,97.0,yellow,30.0,green,99.0,yellow,30.5,green,99.0,yellow,30.5,green,97.0,green,31.5,green,99.0
541,2022-06-15,green,29.5,green,97.0,yellow,29.5,green,99.0,green,29.5,green,98.0,yellow,30.5,green,99.0,yellow,30.0,green,97.0,green,31.0,green,99.0
542,2022-06-16,yellow,28.5,green,98.0,yellow,28.5,green,99.0,yellow,28.5,green,99.0,yellow,28.5,green,97.0,yellow,28.5,green,98.0,yellow,29.5,green,99.0
543,2022-06-17,yellow,27.0,green,99.0,yellow,27.5,green,97.0,green,27.5,green,98.0,yellow,26.5,green,99.0,green,27.0,green,99.0,green,28.0,green,96.0
544,2022-06-18,green,26.0,green,95.0,green,26.0,green,95.0,green,26.5,green,96.0,green,25.5,green,99.0,green,26.0,green,97.0,green,27.0,green,97.0
545,2022-06-19,green,26.0,green,97.0,green,26.0,green,99.0,green,26.0,green,97.0,green,25.5,green,99.0,green,26.0,green,99.0,green,27.0,green,96.0
546,2022-06-20,yellow,27.5,green,98.0,yellow,27.5,green,99.0,yellow,27.5,green,98.0,yellow,27.5,green,98.0,yellow,27.5,green,97.0,yellow,28.5,green,95.0
547,2022-06-21,red,29.0,green,99.0,red,29.5,green,98.0,red,29.5,green,98.0,red,29.0,green,99.0,red,29.5,green,99.0,red,30.0,green,99.0
548,2022-06-22,yellow,27.0,green,98.0,yellow,26.5,green,99.0,yellow,26.5,green,96.0,green,27.5,green,99.0,green,27.5,green,99.0,green,28.5,green,97.0
549,2022-06-23,yellow,26.5,green,98.0,yellow,26.5,green,98.0,yellow,26.5,green,98.0,yellow,27.0,green,98.0,yellow,27.0,green,99.0,yellow,28.0,green,97.0
550,2022-06-24,yellow,25.5,green,99.0,yellow,25.5,green,99.0,green,25.5,green,99.0,yellow,26.0,green,96.0,yellow,26.0,green,97.0,yellow,27.0,green,96.0
551,2022-06-25,green,24.5,green,98.0,green,24.5,green,99.0,green,24.5,green,98.0,green,24.5,green,97.0,green,24.5,green,99.0,green,26.0,green,99.0
552,2022-06-26,green,24.0,green,99.0,green,24.0,green,97.0,green,24.5,green,98.0,green,24.5,green,96.0,green,24.5,green,98.0,green,26.0,green,97.0
553,2022-06-27,green,24.5,green,99.0,green,24.5,green,96.0,green,25.0,green,97.0,green,24.0,green,97.0,green,24.5,green,99.0,green,26.0,green,98.0
554,2022-06-28,green,25.0,green,96.0,green,25.0,green,97.0,green,25.0,green,97.0,yellow,24.5,green,84.0,green,25.0,green,97.0,green,26.0,green,97.0
555,2022-06-29,yellow,26.0,green,97.0,yellow,26.0,green,96.0,yellow,26.0,green,98.0,yellow,25.5,green,99.0,yellow,26.0,green,98.0,yellow,27.0,green,98.0
556,2022-06-30,yellow,26.0,green,99.0,yellow,26.0,green,99.0,yellow,26.0,green,96.0,yellow,26.0,green,99.0,yellow,26.0,green,98.0,yellow,27.0,green,98.0
557,2022-07-01,green,23.5,green,96.0,green,23.0,green,99.0,green,23.5,green,99.0,green,24.0,green,97.0,green,23.5,green,99.0,green,25.0,green,96.0
558,2022-07-02,green,24.0,green,98.0,yellow,24.0,green,99.0,green,24.5,green,99.0,green,24.0,green,99.0,green,24.5,green,98.0,green,25.5,green,97.0
559,2022-07-03,yellow,25.0,green,99.0,yellow,25.0,green,98.0,yellow,25.5,green,98.0,yellow,25.0,green,97.0,yellow,25.5,green,99.0,yellow,26.5,green,96.0
560,2022-07-04,green,26.5,green,98.0,yellow,26.0,green,97.0,green,26.0,green,98.0,green,26.5,green,99.0,green,26.5,green,97.0,green,27.5,green,97.0
561,2022-07-05,red,29.5,green,97.0,red,29.5,green,96.0,yellow,29.5,green,97.0,red,30.0,green,99.0,red,29.5,green,99.0,red,30.5,green,99.0
562,2022-07-06,green,25.0,green,96.0,green,24.5,green,99.0,green,25.0,green,96.0,green,25.0,green,98.0,green,24.5,green,99.0,green,26.0,green,98.0
563,2022-07-07,green,23.5,green,98.0,green,23.0,green,98.0,green,24.0,green,99.0,green,24.0,green,99.0,green,23.5,green,99.0,green,25.0,green,99.0
564,2022-07-08,green,23.5,green,96.0,green,22.5,green,96.0,green,23.5,green,97.0,green,23.5,green,98.0,green,23.0,green,97.0,green,25.0,green,96.0
565,2022-07-09,yellow,24.0,green,97.0,yellow,23.5,green,97.0,yellow,24.0,green,98.0,green,23.5,green,99.0,green,24.0,green,99.0,green,25.0,green,99.0
566,2022-07-10,green,24.0,green,96.0,yellow,24.0,green,97.0,green,24.0,green,99.0,green,23.5,green,97.0,yellow,24.0,green,97.0,green,25.0,green,99.0
567,2022-07-11,yellow,25.0,green,97.0,yellow,24.5,green,98.0,yellow,25.5,green,97.0,yellow,25.0,green,99.0,yellow,24.5,green,99.0,yellow,26.0,green,99.0
568,2022-07-12,yellow,24.5,green,97.0,yellow,24.0,green,99.0,yellow,25.0,green,98.0,yellow,24.5,green,99.0,yellow,24.0,green,99.0,yellow,26.0,green,98.0
569,2022-07-13,yellow,25.5,green,94.0,yellow,24.5,green,99.0,yellow,25.5,green,96.0,yellow,25.5,green,97.0,yellow,25.0,green,96.0,yellow,26.5,green,96.0
570,2022-07-14,yellow,24.0,green,93.0,yellow,23.5,green,98.0,yellow,24.5,green,99.0,yellow,24.0,green,99.0,yellow,23.5,green,96.0,yellow,25.5,green,98.0
571,2022-07-15,green,23.0,green,89.0,green,22.0,green,97.0,green,23.5,green,97.0,green,23.0,green,99.0,green,22.5,green,98.0,green,24.5,green,96.0
572,2022-07-16,green,23.5,green,95.0,green,23.0,green,98.0,green,24.0,green,98.0,green,23.5,green,97.0,green,22.5,green,99.0,green,24.5,green,99.0
573,2022-07-17,yellow,23.5,green,95.0,yellow,22.5,green,97.0,yellow,23.5,green,98.0,yellow,23.5,green,97.0,yellow,23.0,green,99.0,green,25.0,green,98.0
574,2022-07-18,yellow,25.5,green,95.0,red,25.0,green,96.0,yellow,25.5,green,97.0,yellow,25.5,green,99.0,red,25.0,green,99.0,yellow,26.5,green,98.0
